Lemma,Stem,Paradigm,Class,Translation,Source
aazhoogaadebi,aazhoogaadebi,VAI,VAI_V,"s/he sits with legs crossed",https://ojibwe.lib.umn.edu/main-entry/aazhoogaadebi-vai
aayaazhoogaadebi,aayaazhoogaadebi,VAI,VAI_V,"s/he sits with legs crossed",https://ojibwe.lib.umn.edu/main-entry/aazhoogaadebi-vai
aazhooshkaa,aazhooshkaa,VAI,VAI_VV,"s/he goes across, crosses",https://ojibwe.lib.umn.edu/main-entry/aazhooshkaa-vai
aadasookaade,aadasookaade,VII,VII_VV,"",https://ojibwe.lib.umn.edu/main-entry/aadasookaade-vii
bimaagonebizo,bimaagonebizo,VAI,VAI_V,"s/he drives by, along in the snow",https://ojibwe.lib.umn.edu/main-entry/bimaagonebizo-vai
waanzhibiiyaa,waanzhibiiyaa,VII,VII_VV,"it is a puddle, a water-filled pothole, a small pond",https://ojibwe.lib.umn.edu/main-entry/waanzhibiiyaa-vii
waanisagizi,waanisagizi,VAI,VAI_V,"it (animate; board) has a depression in it",https://ojibwe.lib.umn.edu/main-entry/waanisagizi-vai
babaamaaboode,babaamaaboode,VII,VII_VV,"it drifts about on the current",https://ojibwe.lib.umn.edu/main-entry/babaamaaboode-vii
waaseyaanakwad,waaseyaanakwad,VII,VII_d,"clouds can be seen through",https://ojibwe.lib.umn.edu/main-entry/waaseyaanakwad-vii
aazhigidikweni,aazhigidikweni,VAI,VAI_V,"s/he tilts h/ head back",https://ojibwe.lib.umn.edu/main-entry/aazhigidikweni-vai
babanaadenimo,babanaadenimo,VAI,VAI_V,"s/he thinks h/self hopeless, has no faith in h/ self",https://ojibwe.lib.umn.edu/main-entry/babanaadenimo-vai
bimaagiwebishkige,bimaagiwebishkige,VAI,VAI_VV,"s/he bicycles along, rides along on a bicycle",https://ojibwe.lib.umn.edu/main-entry/bimaagiwebishkige-vai
bimaanakwad,bimaanakwad,VII,VII_d,"clouds go along",https://ojibwe.lib.umn.edu/main-entry/bimaanakwad-vii
waasaashkaa,waasaashkaa,VII,VII_VV,"it (lake) has whitecaps",https://ojibwe.lib.umn.edu/main-entry/waasaashkaa-vii
waasaabikizo,waasaabikizo,VAI,VAI_V,"it (animate; mineral) shines, glitters, reflects light",https://ojibwe.lib.umn.edu/main-entry/waasaabikizo-vai
bimaakwisin,bimaakwisin,VII,VII_n,"",https://ojibwe.lib.umn.edu/main-entry/bimaakwisin-vii
bimi-ayaa,bimi-ayaa,VAI,VAI_VV,"s/he goes, travels along",https://ojibwe.lib.umn.edu/main-entry/bimi-ayaa-vai
waaswaagen,waaswaage,VAIO,VAIO,"use (it) as a torch or spotlight",https://ojibwe.lib.umn.edu/main-entry/waaswaagen-vai-o
waasikwa'ige,waasikwa'ige,VAI,VAI_VV,"s/he polishes, shines things",https://ojibwe.lib.umn.edu/main-entry/waasikwa-ige-vai
babaamaakwii,babaamaakwii,VAI,VAI_VV,"s/he goes about in the woods",https://ojibwe.lib.umn.edu/main-entry/babaamaakwii-vai
babaagigaade,babaagigaade,VAI,VAI_VV,"s/he has swollen legs",https://ojibwe.lib.umn.edu/main-entry/babaagigaade-vai
aazhawise,aazhawise,VII,VII_VV,"it flies across",https://ojibwe.lib.umn.edu/main-entry/aazhawise-vii
bimaakosin,bimaakosin,VII,VII_n,"it lies along (as something stick- or wood-like)",https://ojibwe.lib.umn.edu/main-entry/bimaakosin-vii
bimaawazhiwe,bimaawazhiwe,VAI,VAI_VV,"s/he hauls (people) along; transports people",https://ojibwe.lib.umn.edu/main-entry/bimaawazhiwe-vai
aazhogebide,aazhogebide,VII,VII_VV,"it drives across a bridge",https://ojibwe.lib.umn.edu/main-entry/aazhigebide-vii
waasikwa'igaade,waasikwa'igaade,VII,VII_VV,"it is polished, shined (by someone), 'they' polish, shine it",https://ojibwe.lib.umn.edu/main-entry/waasikwa-igaade-vii
bimiba'iwe,bimiba'iwe,VAI,VAI_VV,"s/he runs along in flight from someone",https://ojibwe.lib.umn.edu/main-entry/bimiba-iwe-vai
waasikwa'igaazo,waasikwa'igaazo,VAI,VAI_V,"it (animate) is polished, shined (by someone), 'they' polish it (animate)",https://ojibwe.lib.umn.edu/main-entry/waasikwa-igaazo-vai
aazhigijise,aazhigijise,VII,VII_VV,"it turns face up, falls face up",https://ojibwe.lib.umn.edu/main-entry/aazhigijise-vii
aayaazhigijise,aayaazhigijise,VII,VII_VV,"it turns face up, falls face up",https://ojibwe.lib.umn.edu/main-entry/aazhigijise-vii
bimaanimizi,bimaanimizi,VAI,VAI_V,"s/he goes along in fear",https://ojibwe.lib.umn.edu/main-entry/bimaanimizi-vai
waasikozi,waasikozi,VAI,VAI_V,"s/he, it (animate) is shiny",https://ojibwe.lib.umn.edu/main-entry/waasikozi-vai
babaama'azh,babaama'an1,VTA,VTA_n,"track h/ about",https://ojibwe.lib.umn.edu/main-entry/babaama-azh-vta
aazhawiwebinan,aazhawiwebin,VTI,VTI_am,"fly it across",https://ojibwe.lib.umn.edu/main-entry/aazhawiwebinan-vti
aazikaw,aazikaw,VTA,VTA_aw,"get there before h/, beat h/ there",https://ojibwe.lib.umn.edu/main-entry/aazikaw-vta
babaama'amaazo,babaama'amaazo,VAI,VAI_V,"s/he goes about singing",https://ojibwe.lib.umn.edu/main-entry/babaama-amaazo-vai
babaamaanakwad,babaamaanakwad,VII,VII_d,"clouds go about",https://ojibwe.lib.umn.edu/main-entry/babaamaanakwad-vii
waasezi,waasezi,VAI,VAI_V,"the sun shines, is bright, is light, is radiant",https://ojibwe.lib.umn.edu/main-entry/waasezi-vai
waasenaagwad,waasenaagwad,VII,VII_d,"it is daybreak",https://ojibwe.lib.umn.edu/main-entry/waasenaagwad-vii-66e79640-1e0f-464b-a554-3c9634787f5a
bimidaakonan,bimidaakon,VTI,VTI_am,"put, hold it crosswise",https://ojibwe.lib.umn.edu/main-entry/bimidaakonan-vti
bimibizotoon,bimibizot,VTI,VTI_oo,"drive it along",https://ojibwe.lib.umn.edu/main-entry/bimibizotoon-vti2
aazhigijiiginige,aazhigijiiginige,VAI,VAI_VV,"s/he plays poker",https://ojibwe.lib.umn.edu/main-entry/aazhigijiiginige-vai
aazhawishin,aazhawishin,VAI,VAI_n,"s/he lies across",https://ojibwe.lib.umn.edu/main-entry/aazhawishin-vai
babaamanokii,babaamanokii,VAI,VAI_VV,"s/he works around",https://ojibwe.lib.umn.edu/main-entry/babaamanokii-vai
bimidaakoshin,bimidaakoshin,VAI,VAI_n,"s/he lies crosswise (as something stick-like)",https://ojibwe.lib.umn.edu/main-entry/bimidaakoshin-vai
babaamaagimebatoo,babaamaagimebatoo,VAI,VAI_VV,"s/he runs about in snowshoes",https://ojibwe.lib.umn.edu/main-entry/babaamaagimebatoo-vai
bimidaabaazh,bimidaabaan1,VTA,VTA_n,"drag, pull h/ along",https://ojibwe.lib.umn.edu/main-entry/bimidaabaazh-vta
babaamaadagaakobatoo,babaamaadagaakobatoo,VAI,VAI_VV,"s/he runs about on the ice, around on the ice",https://ojibwe.lib.umn.edu/main-entry/babaamaadagaakobatoo-vai
babaamaajimo,babaamaajimo,VAI,VAI_V,"s/he spreads the news about",https://ojibwe.lib.umn.edu/main-entry/babaamaajimo-vai
aazhawinizha',aazhawinizha'w1,VTA,VTA_Cw,"send h/across",https://ojibwe.lib.umn.edu/main-entry/aazhawinizha-vta
bimaandawaazh,bimaandawaan1,VTA,VTA_n,"climb along on h/",https://ojibwe.lib.umn.edu/main-entry/bimaandawaazh-vta
babaamadaawe,babaamadaawe,VAI,VAI_VV,"s/he goes about trading",https://ojibwe.lib.umn.edu/main-entry/babaamadaawe-vai
aazhigijisidoon,aazhigijisid,VTI,VTI_oo,"lay it over backwards; lay it face up",https://ojibwe.lib.umn.edu/main-entry/aazhigijisidoon-vti2
waaseyiigizi,waaseyiigizi,VAI,VAI_V,"it (animate; sheet-like) is bright, is shiny",https://ojibwe.lib.umn.edu/main-entry/waaseyiigizi-vai
aazhigidinan,aazhigidin,VTI,VTI_am,"turn it face up",https://ojibwe.lib.umn.edu/main-entry/aazhigidinan-vti
babaamaandawaadan,babaamaandawaad,VTI,VTI_am,"climb about on it",https://ojibwe.lib.umn.edu/main-entry/babaamaandawaadan-vti
aazhawigwaashkwanodan,aazhawigwaashkwanod,VTI,VTI_am,"",https://ojibwe.lib.umn.edu/main-entry/aazhawigwaashkwanodan-vti
babaamaadagaazii,babaamaadagaazii,VAI,VAI_VV,"s/he wades about",https://ojibwe.lib.umn.edu/main-entry/babaamaadagaazii-vai
bimaagimose,bimaagimose,VAI,VAI_VV,"s/he snowshoes along or by, goes snowshoeing",https://ojibwe.lib.umn.edu/main-entry/bimaagimose-vai
bimidaasin,bimidaasin,VII,VII_n,"it is blown sideways (by the wind); sails, soars sideways",https://ojibwe.lib.umn.edu/main-entry/bimidaasin-vii
babazigwiiwag,babazigwii,VAIPL,VAIPL_VV,"they each stand up",https://ojibwe.lib.umn.edu/main-entry/babazigwii-vai
aazhooba'idiwag,aazhooba'idi,VAI,VAI_rcp,"they run across together",https://ojibwe.lib.umn.edu/main-entry/aazhooba-idiwag-vai
bimidaabaazo,bimidaabaazo,VAI,VAI_V,"s/he or it (animate) is pulled, pushed, or dragged along (on something)",https://ojibwe.lib.umn.edu/main-entry/bimidaabaazo-vai
waawaabandan,waawaaband,VTI,VTI_am,"examine, inspect it",https://ojibwe.lib.umn.edu/main-entry/waawaabandan-vti
waaside,waaside,VII,VII_VV,"it shines, glitters, reflects light",https://ojibwe.lib.umn.edu/main-entry/waaside-vii
bimibizo',bimibizo',VTA,VTA_C,"drive h/ along, take h/ for a ride",https://ojibwe.lib.umn.edu/main-entry/bimibizo-vta
babaama'adoo,babaama'adoo,VAI,VAI_VV,"s/he walks about on a road or trail",https://ojibwe.lib.umn.edu/main-entry/babaama-adoo-vai
aazhogebizo,aazhogebizo,VAI,VAI_V,"s/he drives across a bridge",https://ojibwe.lib.umn.edu/main-entry/aazhogebizo-vai
waawaabam,waawaabam,VTA,VTA_C,"stare at, examine, inspect h/",https://ojibwe.lib.umn.edu/main-entry/waawaabam-vta
waanikaazh,waanikaan1,VTA,VTA_n,"dig a hole for h/",https://ojibwe.lib.umn.edu/main-entry/waanikaazh-vta
babaa-ayaa,babaa-ayaa,VAI,VAI_VV,"s/he goes around, wanders about",https://ojibwe.lib.umn.edu/main-entry/babaa-ayaa-vai
bimaasin,bimaasin,VII,VII_n,"it is blown along (by the wind); sails, soars along",https://ojibwe.lib.umn.edu/main-entry/bimaasin-vii
babaamaagonagii,babaamaagonagii,VAI,VAI_VV,"s/he goes about in the snow",https://ojibwe.lib.umn.edu/main-entry/babaamaagonagii-vai
bimiba',bimiba',VTA,VTA_C,"run along with h/",https://ojibwe.lib.umn.edu/main-entry/bimiba-vta
aazhawinizha'an,aazhawinizha',VTI,VTI_am,"send it across",https://ojibwe.lib.umn.edu/main-entry/aazhawinizha-an-vti
babaamaandawebatoo,babaamaandawebatoo,VAI,VAI_VV,"s/he climbs around quickly",https://ojibwe.lib.umn.edu/main-entry/babaamaandawebatoo-vai
bimezhishin,bimezhishin,VAI,VAI_n,"s/he leaves a track or trail going along",https://ojibwe.lib.umn.edu/main-entry/bimezhishin-vai
aazhigidwebishkan,aazhigidwebishk,VTI,VTI_am,"kick it over face up",https://ojibwe.lib.umn.edu/main-entry/aazhigidwebishkan-vti
waasekwad,waasekwad,VII,VII_d,"the sky gets bright, clears up",https://ojibwe.lib.umn.edu/main-entry/waasekwad-vii
waaninitigweyaa,waaninitigweyaa,VII,VII_VV,"the river has a bend in it",https://ojibwe.lib.umn.edu/main-entry/waaninitigweyaa-vii
bimibatwaazh,bimibatwaan1,VTA,VTA_n,"run along with h/",https://ojibwe.lib.umn.edu/main-entry/bimibatwaazh-vta
aazhawikanebizo,aazhawikanebizo,VAI,VAI_V,"s/he crosses a lane",https://ojibwe.lib.umn.edu/main-entry/aazhawikanebizo-vai
aazhawiwebinamaw,aazhawiwebinamaw,VTA,VTA_aw,"throw, shove (it) across to h/",https://ojibwe.lib.umn.edu/main-entry/aazhawiwebinamaw-vta
aayaazhawiwebinamaw,aayaazhawiwebinamaw,VTA,VTA_aw,"throw, shove (it) across to h/",https://ojibwe.lib.umn.edu/main-entry/aazhawiwebinamaw-vta
waasikotoon,waasikot,VTI,VTI_oo,"make it shiny",https://ojibwe.lib.umn.edu/main-entry/waasikotoon-vti2
bimiba'igo,bimiba'igo,VAI,VAI_V,"s/he rides along, drives along (drawn by horse or dog)",https://ojibwe.lib.umn.edu/main-entry/bimiba-igo-vai
aazhigidagoojin,aazhigidagoojin,VAI,VAI_n,"s/he hangs with back to ground",https://ojibwe.lib.umn.edu/main-entry/aazhigidagoojin-vai
bimideke,bimideke,VAI,VAI_VV,"s/he makes grease, renders grease",https://ojibwe.lib.umn.edu/main-entry/bimideke-vai
bimiba'idiwag,bimiba'idi,VAI,VAI_rcp,"they run along together",https://ojibwe.lib.umn.edu/main-entry/bimiba-idiwag-vai
babaama'oozh,babaama'oon1,VTA,VTA_n,"transport h/ around (especially by boat)",https://ojibwe.lib.umn.edu/main-entry/babaama-oozh-vta
bimibatwaadan,bimibatwaad,VTI,VTI_am,"run along with it",https://ojibwe.lib.umn.edu/main-entry/bimibatwaadan-vti
babaamaada'e,babaamaada'e,VAI,VAI_VV,"s/he skates about",https://ojibwe.lib.umn.edu/main-entry/babaamaada-e-vai
bimaagime,bimaagime,VAI,VAI_VV,"s/he snowshoes along or by, goes snowshoeing",https://ojibwe.lib.umn.edu/main-entry/bimaagime-vai
bimaaji',bimaaji',VTA,VTA_C,"save h/ life, rescue h/",https://ojibwe.lib.umn.edu/main-entry/bimaaji-vta
bimaagoneyose,bimaagoneyose,VAI,VAI_VV,"s/he walks along on the snow",https://ojibwe.lib.umn.edu/main-entry/bimaagoneyose-vai
waangawi'iwe,waangawi'iwe,VAI,VAI_VV,"s/he tames people or animals",https://ojibwe.lib.umn.edu/main-entry/waangawi-iwe-vai
aazhigijiweba',aazhigijiweba'w1,VTA,VTA_Cw,"toss h/ upside down (using something forcefully)",https://ojibwe.lib.umn.edu/main-entry/aazhigijiweba-vta
babaamanaandam,babaamanaand,VAI,VAI_am,"s/he goes about hungry",https://ojibwe.lib.umn.edu/main-entry/babaamanaandam-vai2
aazhawinamaage,aazhawinamaage,VAI,VAI_VV,"s/he transfers, passes it to people",https://ojibwe.lib.umn.edu/main-entry/aazhawinamaage-vai
aazhawinige,aazhawinige,VAI,VAI_VV,"s/he takes things across on the shoulder",https://ojibwe.lib.umn.edu/main-entry/aazhawinige-vai
babaamaada'ookii,babaamaada'ookii,VAI,VAI_VV,"s/he distributes things around, passes things around",https://ojibwe.lib.umn.edu/main-entry/babaamaada-ookii-vai
waanadaawangaa,waanadaawangaa,VII,VII_VV,"there is a depression or dip in the sand",https://ojibwe.lib.umn.edu/main-entry/waanadaawangaa-vii
aazhawinigaazh,aazhawinigaan1,VTA,VTA_n,"take h/ across on the shoulder",https://ojibwe.lib.umn.edu/main-entry/aazhawinigaazh-vta
bimaawadaaso,bimaawadaaso,VAI,VAI_V,"s/he hauls a load along, hauls freight along; [plural] they travel along in a group",https://ojibwe.lib.umn.edu/main-entry/bimaawadaaso-vai
bimidaakoshim,bimidaakoshim,VTA,VTA_C,"lay h/ crosswise (as something stick-like)",https://ojibwe.lib.umn.edu/main-entry/bimidaakoshim-vta
babaagitawage,babaagitawage,VAI,VAI_VV,"s/he has swollen ears",https://ojibwe.lib.umn.edu/main-entry/babaagitawage-vai
babaamaadagaako,babaamaadagaako,VAI,VAI_V,"s/he goes about on the ice",https://ojibwe.lib.umn.edu/main-entry/babaamaadagaako-vai
bimidaashi,bimidaashi,VAI,VAI_V,"s/he is blown sideways (by the wind); sails, soars sideways",https://ojibwe.lib.umn.edu/main-entry/bimidaashi-vai
bimaapi,bimaapi,VAI,VAI_V,"s/he goes by laughing",https://ojibwe.lib.umn.edu/main-entry/bimaapi-vai
babaaganowe,babaaganowe,VAI,VAI_VV,"s/he has h/ cheeks swell up, has swollen cheeks",https://ojibwe.lib.umn.edu/main-entry/babaaganowe-vai
bimaakoshin,bimaakoshin,VAI,VAI_n,"s/he lies along (as something stick- or wood-like)",https://ojibwe.lib.umn.edu/main-entry/bimaakoshin-vai
bimaa'an,bimaa'an,VII,VII_n,"it drifts along on the waves",https://ojibwe.lib.umn.edu/main-entry/bimaa-an-vii
bimibide,bimibide,VII,VII_VV,"it speeds, drives, flies along",https://ojibwe.lib.umn.edu/main-entry/bimibide-vii
bimaazakonenjige,bimaazakonenjige,VAI,VAI_VV,"s/he goes along with a light",https://ojibwe.lib.umn.edu/main-entry/bimaazakonenjige-vai
bimidagoode,bimidagoode,VII,VII_VV,"it hangs crosswise",https://ojibwe.lib.umn.edu/main-entry/bimidagoode-vii
bimidagoojin,bimidagoojin,VII,VII_n,"s/he hangs crosswise",https://ojibwe.lib.umn.edu/main-entry/bimidagoojin-vii
waasikwaabikizi,waasikwaabikizi,VAI,VAI_V,"it (animate; mineral) is shiny",https://ojibwe.lib.umn.edu/main-entry/waasikwaabikizi-vai
bimaakosidoon,bimaakosid,VTI,VTI_oo,"put it along (as something stick- or wood-like)",https://ojibwe.lib.umn.edu/main-entry/bimaakosidoon-vti2
bimaashkaa,bimaashkaa,VII,VII_VV,"waves go by",https://ojibwe.lib.umn.edu/main-entry/bimaashkaa-vii
babaamanoozo,babaamanoozo,VAI,VAI_V,"s/he goes about smoking tobacco",https://ojibwe.lib.umn.edu/main-entry/babaamanoozo-vai
babaamaasin,babaamaasin,VII,VII_n,"it is blown about (by the wind); it sails, soars about",https://ojibwe.lib.umn.edu/main-entry/babaamaasin-vii
aazhooningwa'an,aazhooningwa',VTI,VTI_am,"wear it across the shoulder",https://ojibwe.lib.umn.edu/main-entry/aazhooningwa-an-vti
bimidaanimakwazhiwe,bimidaanimakwazhiwe,VAI,VAI_VV,"s/he paddles with a crosswind",https://ojibwe.lib.umn.edu/main-entry/bimidaanimakwazhiwe-vai
waasikwegad,waasikwegad,VII,VII_d,"it (sheet-like) is shiny",https://ojibwe.lib.umn.edu/main-entry/waasikwegad-vii
babaamaandawaazh,babaamaandawaan1,VTA,VTA_n,"climb about on h/",https://ojibwe.lib.umn.edu/main-entry/babaamaandawaazh-vta
waasikwiingwe,waasikwiingwe,VAI,VAI_VV,"s/he has a shiny face",https://ojibwe.lib.umn.edu/main-entry/waasikwiingwe-vai
babaamaadizi,babaamaadizi,VAI,VAI_V,"s/he lives about; s/he travels about",https://ojibwe.lib.umn.edu/main-entry/babaamaadizi-vai
waaseyiigad,waaseyiigad,VII,VII_d,"it (sheet-like) is bright, is shiny",https://ojibwe.lib.umn.edu/main-entry/waaseyiigad-vii
babaamademo,babaamademo,VAI,VAI_V,"s/he goes about crying",https://ojibwe.lib.umn.edu/main-entry/babaamademo-vai
aazhogedaabii'iwe,aazhogedaabii'iwe,VAI,VAI_VV,"s/he drives across a bridge",https://ojibwe.lib.umn.edu/main-entry/aazhogedaabii-iwe-vai
aazhooba'iwe,aazhooba'iwe,VAI,VAI_VV,"s/he runs across in flight",https://ojibwe.lib.umn.edu/main-entry/aazhooba-iwe-vai
bimidewi,bimidewi,VAI,VAI_V,"s/he or it (animate) is greasy",https://ojibwe.lib.umn.edu/main-entry/bimidewi-vai
babaamaadagaa,babaamaadagaa,VAI,VAI_VV,"s/he swims about",https://ojibwe.lib.umn.edu/main-entry/babaamaadagaa-vai
bimaa'ago,bimaa'ago,VAI,VAI_V,"s/he drifts along on the waves",https://ojibwe.lib.umn.edu/main-entry/bimaa-ago-vai
bimibiisaa,bimibiisaa,VII,VII_VV,"rain goes along, a rain squall passes by",https://ojibwe.lib.umn.edu/main-entry/bimibiisaa-vii
babimibiisaa,babimibiisaa,VII,VII_VV,"rain goes along, a rain squall passes by",https://ojibwe.lib.umn.edu/main-entry/bimibiisaa-vii
waasizo,waasizo,VAI,VAI_V,"s/he or it (animate) shines, glitters, reflects light",https://ojibwe.lib.umn.edu/main-entry/waasizo-vai
aazhoomon,aazhoomo,VII,VII_V,"it is a crossroads",https://ojibwe.lib.umn.edu/main-entry/aazhoomon-vii
waasamoobii'amaw,waasamoobii'amaw,VTA,VTA_aw,"e-mail h/",https://ojibwe.lib.umn.edu/main-entry/waasamoobii-amaw-vta
waaseyaa,waaseyaa,VII,VII_VV,"it is bright, is light (as in the day), is radiant; it is sunny",https://ojibwe.lib.umn.edu/main-entry/waaseyaa-vii
waasikozigode,waasikozigode,VII,VII_VV,"the ice shines in the moonlight",https://ojibwe.lib.umn.edu/main-entry/waasikozigode-vii
bimaandawaadan,bimaandawaad,VTI,VTI_am,"climb along on it",https://ojibwe.lib.umn.edu/main-entry/bimaandawaadan-vti
bimibatoo,bimibatoo,VAI,VAI_VV,"",https://ojibwe.lib.umn.edu/main-entry/bimibatoo-vai
bimaawangizi,bimaawangizi,VAI,VAI_V,"it (animate) is powdered, is a powder",https://ojibwe.lib.umn.edu/main-entry/bimaawangizi-vai
babaagininjii,babaagininjii,VAI,VAI_VV,"s/he has swollen hands",https://ojibwe.lib.umn.edu/main-entry/babaagininjii-vai
waasete,waasete,VII,VII_VV,"it is or gets bright inside",https://ojibwe.lib.umn.edu/main-entry/waasete-vii
waasikwaa,waasikwaa,VII,VII_VV,"it is shiny",https://ojibwe.lib.umn.edu/main-entry/waasikwaa-vii
aazhoge'adoo,aazhoge'adoo,VAI,VAI_VV,"s/he walks across on a bridge",https://ojibwe.lib.umn.edu/main-entry/aazhoge-adoo-vai
aazhigidabi,aazhigidabi,VAI,VAI_V,"s/he sits leaning back face up",https://ojibwe.lib.umn.edu/main-entry/aazhigidabi-vai
aazhawishkaa,aazhawishkaa,VAI,VAI_VV,"s/he crosses, walks across, goes across",https://ojibwe.lib.umn.edu/main-entry/aazhawishkaa-vai
bimibiisaan,bimibiisaan,VII,VII_n,"rain goes along, a rain squall passes by",https://ojibwe.lib.umn.edu/main-entry/bimibiisaan-vii
babaamakii'ige,babaamakii'ige,VAI,VAI_VV,"s/he poles a boat around",https://ojibwe.lib.umn.edu/main-entry/babaamakii-ige-vai
aazhawinamaadiwag,aazhawinamaadi,VAI,VAI_rcp,"they transfer something along, pass something to each other",https://ojibwe.lib.umn.edu/main-entry/aazhawinamaadiwag-vai
aazhawinigaadan,aazhawinigaad,VTI,VTI_am,"take it across on the shoulder",https://ojibwe.lib.umn.edu/main-entry/aazhawinigaadan-vti
waaseyaaban,waaseyaaban,VII,VII_n,"it is light at dawn",https://ojibwe.lib.umn.edu/main-entry/waaseyaaban-vii
waasiingwaagani-giizhigad,waasiingwaagani-giizhigad,VII,VII_d,"it is Halloween Day",https://ojibwe.lib.umn.edu/main-entry/waasiingwaagani-giizhigad-ni
waasindibezo,waasindibezo,VAI,VAI_V,"he has a shiny bald head",https://ojibwe.lib.umn.edu/main-entry/waasindibezo-vai
bimibizoni',bimibizoni',VTA,VTA_C,"drive h/ along, take h/ for a ride; operate h/",https://ojibwe.lib.umn.edu/main-entry/bimibizoni-vta
bimaaji'iwe,bimaaji'iwe,VAI,VAI_VV,"s/he saves (people)",https://ojibwe.lib.umn.edu/main-entry/bimaaji-iwe-vai
aazhidebii'ige,aazhidebii'ige,VAI,VAI_VV,"s/he signs with an X; s/he votes",https://ojibwe.lib.umn.edu/main-entry/aazhidebii-ige-vai
waanaamikaa,waanaamikaa,VII,VII_VV,"there is a depression in the bottom (of a body of water), a drop-off",https://ojibwe.lib.umn.edu/main-entry/waanaamikaa-vii
babaamaagonebizo,babaamaagonebizo,VAI,VAI_V,"s/he drives around in the snow",https://ojibwe.lib.umn.edu/main-entry/babaamaagonebizo-vai
bimibizonitoon,bimibizonit,VTI,VTI_oo,"drive it along",https://ojibwe.lib.umn.edu/main-entry/bimibizonitoon-vti2
bimidaabaadan,bimidaabaad,VTI,VTI_am,"drag, pull it along",https://ojibwe.lib.umn.edu/main-entry/bimidaabaadan-vti
waanisagaa,waanisagaa,VII,VII_VV,"there is a dip in the floor",https://ojibwe.lib.umn.edu/main-entry/waanisagaa-vii
aazhawisidoon,aazhawisid,VTI,VTI_oo,"lay it across",https://ojibwe.lib.umn.edu/main-entry/aazhawisidoon-vti2
aazhogewidoon,aazhogewid,VTI,VTI_oo,"carry, take it across",https://ojibwe.lib.umn.edu/main-entry/aazhogewidoon-vti2
babaamaa'ago,babaamaa'ago,VAI,VAI_V,"s/he or it (animate) drifts about or around on the waves",https://ojibwe.lib.umn.edu/main-entry/babaamaa-ago-vai
waasagoode,waasagoode,VII,VII_VV,"it hangs shining",https://ojibwe.lib.umn.edu/main-entry/waasagoode-vii
babaamaa'ogo,babaamaa'ogo,VAI,VAI_V,"s/he or it (animate) drifts about or around on the waves",https://ojibwe.lib.umn.edu/main-entry/babaamaa-ogo-vai
waasese,waasese,VII,VII_VV,"there is a flash of lightning",https://ojibwe.lib.umn.edu/main-entry/waasese-vii
wawaasese,wawaasese,VII,VII_VV,"there is a flash of lightning",https://ojibwe.lib.umn.edu/main-entry/waasese-vii
aazhigidin,aazhigidin,VTA,VTA_C,"turn h/ face up",https://ojibwe.lib.umn.edu/main-entry/aazhigidin-vta
babaamanookii,babaamanookii,VAI,VAI_VV,"s/he goes around hiring people",https://ojibwe.lib.umn.edu/main-entry/babaamanookii-vai
babaagidooskwane,babaagidooskwane,VAI,VAI_VV,"s/he has swollen elbows",https://ojibwe.lib.umn.edu/main-entry/babaagidooskwane-vai
bimidaabaade,bimidaabaade,VII,VII_VV,"it is pulled, pushed, or dragged along (on something)",https://ojibwe.lib.umn.edu/main-entry/bimidaabaade-vii
bimidaabiiba'igo,bimidaabiiba'igo,VAI,VAI_V,"s/he drives along quickly in a wagon or sleigh",https://ojibwe.lib.umn.edu/main-entry/bimidaabiiba-igo-vai
aazhidendiwag,aazhidendi,VAI,VAI_rcp,"they answer each other; they reply to each other; they discuss with each other",https://ojibwe.lib.umn.edu/main-entry/aazhidendiwag-vai
aazhikwe,aazhikwe,VAI,VAI_VV,"s/he screams",https://ojibwe.lib.umn.edu/main-entry/aazhikwe-vai
aayaazhikwe,aayaazhikwe,VAI,VAI_VV,"s/he screams",https://ojibwe.lib.umn.edu/main-entry/aazhikwe-vai
bimidaabii',bimidaabii',VTA,VTA_C,"drive it (animate; an animal or means of transportation) along",https://ojibwe.lib.umn.edu/main-entry/bimidaabii-vta
waapijiibizh,waapijiibin1,VTA,VTA_n,"wrap h/ up in a bunting bag",https://ojibwe.lib.umn.edu/main-entry/waapijiibizh-vta
aazhawiwebin,aazhawiwebin,VTA,VTA_C,"throw, shove h/ across",https://ojibwe.lib.umn.edu/main-entry/aazhawiwebin-vta
babaamaaboozo,babaamaaboozo,VAI,VAI_V,"s/he or it (animate) drifts about on the current",https://ojibwe.lib.umn.edu/main-entry/babaamaaboozo-vai
babanaadendan,babanaadend,VTI,VTI_am,"be discouraged about it, be in despair about it, think it is hopeless",https://ojibwe.lib.umn.edu/main-entry/babanaadendan-vti
babaagizide,babaagizide,VAI,VAI_VV,"s/he has swollen feet",https://ojibwe.lib.umn.edu/main-entry/babaagizide-vai
waanikaadan,waanikaad,VTI,VTI_am,"dig a hole for it",https://ojibwe.lib.umn.edu/main-entry/waanikaadan-vti
babaamaagone,babaamaagone,VAI,VAI_VV,"s/he goes around through the snow",https://ojibwe.lib.umn.edu/main-entry/babaamaagone-vai
waasikokoozhe,waasikokoozhe,VAI,VAI_VV,"s/he has a shiny bill",https://ojibwe.lib.umn.edu/main-entry/waasikokoozhe-vai
bimidewan,bimidewan,VII,VII_n,"it is greasy",https://ojibwe.lib.umn.edu/main-entry/bimidewan-vii
