Lemma,Stem,Paradigm,Class,Translation,Source
naanweginigan,naanweginigan,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/naanweginigan-adv-num
naanwemikwaanens,naanwemikwaanens,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/naanwemikwaanens-adv-num
naanan,naanan,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/naanan-adv-num
naanwewaan,naanwewaan,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/naanwewaan-adv-num
naano-diba'oobaan,naano-diba'oobaan,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/naano-diba-oobaan-adv-num
naano-dibaabiishkoojigan,naano-dibaabiishkoojigan,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/naano-dibaabiishkoojigan-adv-num
naano-dibik,naano-dibik,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/naano-dibik-adv-num
naano-giizhik,naano-giizhik,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/naano-giizhik-adv-num
naano-giizis,naano-giizis,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/naano-giizis-adv-num
naano-gikinoonowin,naano-gikinoonowin,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/naano-gikinoonowin-adv-num
naano-minikwaajigan,naano-minikwaajigan,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/naano-minikwaajigan-adv-num
naano-mininj,naano-mininj,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/naano-mininj-adv-num
naano-mizid,naano-mizid,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/naano-mizid-adv-num
naanodaabaan,naanodaabaan,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/naanodaabaan-adv-num
naanogon,naanogon,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/naanogon-adv-num
naanominag,naanominag,NUM,NUM,NONE,UnpublishedOPD
naanonaaganens,naanonaaganens,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/naanonaaganens-adv-num
naanoninj,naanoninj,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/naanoninj-adv-num
midaaso-diba'igaans,midaaso-diba'igaans,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/midaaso-diba-igaans-adv-num
midaaso-diba'igan,midaaso-diba'igan,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/midaaso-diba-igan-adv-num
naano-diba'igaans,naano-diba'igaans,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/naano-diba-igaans-adv-num
naano-diba'igan,naano-diba'igan,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/naano-diba-igan-adv-num
nenaanan,nenaanan,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/nenaanan-adv-num
ingo-diba'oobaan,ingo-diba'oobaan,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/ingo-diba-oobaan-adv-num
niimidana,niimidanaw2,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niimidana-adv-num
niiwo-giizhik,niiwo-giizhik,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niiwo-giizhik-adv-num
ingodonaaganens,ingodonaaganens,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/ingodonaaganens-adv-num
niiwo-giizis,niiwo-giizis,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niiwo-giizis-adv-num
niishtana,niishtanaw2,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niishtana-adv-num
niiwogon,niiwogon,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niiwogon-adv-num
ingodooshkimod,ingodooshkimod,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/ingodooshkimod-adv-num
neniiwin,neniiwin,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/neniiwin-adv-num
neniizh,neniizh,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/neniizh-adv-num
niiwonaagaans,niiwonaagaans,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niiwonaagaans-adv-num
niiwoninj,niiwoninj,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niiwoninj-adv-num
niiyosagoons,niiyosagoons,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niiyosagoons-adv-num
niizh,niizh,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizh-adv-num
niizhoonag,niizhoonag,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizhoonag-adv-num
ingodwaaso-diba'oobaan,ingodwaaso-diba'oobaan,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/ingodwaaso-diba-oobaan-adv-num
niiwooshkin,niiwooshkin,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niiwooshkin-adv-num
neniizhwaaswi,neniizhwaaswiw2,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/neniizhwaaswi-adv-num
niiwosagoons,niiwosagoons,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niiwosagoons-adv-num
niiwozid,niiwozid,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niiwozid-adv-num
niizhwaaso-minikwaajigan,niizhwaaso-minikwaajigan,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizhwaaso-minikwaajigan-adv-num
niizhwaaso-mininj,niizhwaaso-mininj,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizhwaaso-mininj-adv-num
neningodwaaswi,neningodwaaswiw2,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/neningodwaaswi-adv-num
niizhwaaso-mizid,niizhwaaso-mizid,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizhwaaso-mizid-adv-num
niizho-anama'e-giizhik,niizho-anama'e-giizhik,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizho-anama-e-giizhik-adv-num
ingodwaasonaaganens,ingodwaasonaaganens,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/ingodwaasonaaganens-adv-num
neniswi,neniswiw2,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/neniswi-adv-num
niizhwaasogon,niizhwaasogon,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizhwaasogon-adv-num
niizho-biboon,niizho-biboon,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizho-biboon-adv-num
ingodwaasooshkimod,ingodwaasooshkimod,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/ingodwaasooshkimod-adv-num
ingodwaaswemikwaanens,ingodwaaswemikwaanens,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/ingodwaaswemikwaanens-adv-num
niiyo-anama'e-giizhik,niiyo-anama'e-giizhik,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niiyo-anama-e-giizhik-adv-num
niizhwaasonaaganens,niizhwaasonaaganens,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizhwaasonaaganens-adv-num
niiyo-biboon,niiyo-biboon,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niiyo-biboon-adv-num
niizhooshkimod,niizhooshkimod,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizhooshkimod-adv-num
niizhwaasoninj,niizhwaasoninj,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizhwaasoninj-adv-num
niizhooshkin,niizhooshkin,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizhooshkin-adv-num
niiyo-diba'igaans,niiyo-diba'igaans,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niiyo-diba-igaans-adv-num
ningoninj,ningoninj,NUM,NUM,NONE,UnpublishedOPD
ningodogamig,ningodogamig,NUM,NUM,NONE,UnpublishedOPD
niizho-diba'oobaan,niizho-diba'oobaan,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizho-diba-oobaan-adv-num
ningodonaagan,ningodonaagan,NUM,NUM,NONE,UnpublishedOPD
niizhwaasookik,niizhwaasookik,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizhwaasookik-adv-num
ningodonaaganens,ningodonaaganens,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/ningodonaaganens-adv-num
niizho-dibaabiishkoojigan,niizho-dibaabiishkoojigan,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizho-dibaabiishkoojigan-adv-num
ningodoninj,ningodoninj,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/ningodoninj-adv-num
niizhwaasoonag,niizhwaasoonag,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizhwaasoonag-adv-num
ningozid,ningozid,NUM,NUM,NONE,UnpublishedOPD
niizhosagoons,niizhosagoons,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizhosagoons-adv-num
ningodookik,ningodookik,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/ningodookik-adv-num
niizho-dibik,niizho-dibik,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizho-dibik-adv-num
niiyo-diba'oobaan,niiyo-diba'oobaan,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niiyo-diba-oobaan-adv-num
ningodookikoons,ningodookikoons,NUM,NUM,NONE,UnpublishedOPD
niizho-giizhig,niizho-giizhig,NUM,NUM,NONE,UnpublishedOPD
niiyo-dibaabiishkoojigan,niiyo-dibaabiishkoojigan,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niiyo-dibaabiishkoojigan-adv-num
ningodoonag,ningodoonag,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/ningodoonag-adv-num
niiwaabik,niiwaabik,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niiwaabik-adv-num
ningodooshkimod,ningodooshkimod,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/ningodooshkimod-adv-num
niiyo-dibik,niiyo-dibik,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niiyo-dibik-adv-num
ningodooshkin,ningodooshkin,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/ningodooshkin-adv-num
niiwaak,niiwaak,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niiwaak-adv-num
niizho-giizhik,niizho-giizhik,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizho-giizhik-adv-num
ningodopwaagan,ningodopwaagan,NUM,NUM,NONE,UnpublishedOPD
niizho-giizis,niizho-giizis,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizho-giizis-adv-num
ningodozid,ningodozid,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/ningodozid-adv-num
niizhozid,niizhozid,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizhozid-adv-num
niiyo-giizhik,niiyo-giizhik,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niiyo-giizhik-adv-num
niizhwaasooshkimod,niizhwaasooshkimod,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizhwaasooshkimod-adv-num
niiyo-giizis,niiyo-giizis,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niiyo-giizis-adv-num
nishwaaso-mininj,nishwaaso-mininj,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/nishwaaso-mininj-adv-num
niizhwaasooshkin,niizhwaasooshkin,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizhwaasooshkin-adv-num
nishwaaso-mizid,nishwaaso-mizid,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/nishwaaso-mizid-adv-num
ningodwaak,ningodwaak,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/ningodwaak-adv-num
nishwaasogon,nishwaasogon,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/nishwaasogon-adv-num
niizho-gikinoonowin,niizho-gikinoonowin,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizho-gikinoonowin-adv-num
niizhwaasosagoons,niizhwaasosagoons,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizhwaasosagoons-adv-num
ningodwaasimidana,ningodwaasimidanaw2,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/ningodwaasimidana-adv-num
niiyo-gikinoonowin,niiyo-gikinoonowin,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niiyo-gikinoonowin-adv-num
niizhwaabik,niizhwaabik,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizhwaabik-adv-num
niizho-minikwaajigan,niizho-minikwaajigan,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizho-minikwaajigan-adv-num
nishwaasonaaganens,nishwaasonaaganens,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/nishwaasonaaganens-adv-num
niizho-mininj,niizho-mininj,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizho-mininj-adv-num
niizhwaaswaabiig,niizhwaaswaabiig,NUM,NUM,NONE,UnpublishedOPD
niiyo-minikwaajigan,niiyo-minikwaajigan,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niiyo-minikwaajigan-adv-num
niizhwaaswaabik,niizhwaaswaabik,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizhwaaswaabik-adv-num
niizho-mizid,niizho-mizid,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizho-mizid-adv-num
nishwaasoninj,nishwaasoninj,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/nishwaasoninj-adv-num
niiweg,niiweg,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niiweg-adv-num
niizhwaaswaak,niizhwaaswaak,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizhwaaswaak-adv-num
niiyo-mizid,niiyo-mizid,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niiyo-mizid-adv-num
niiweginigan,niiweginigan,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niiweginigan-adv-num
niizhwaaswaatig,niizhwaaswaatig,NUM,NUM,NONE,UnpublishedOPD
niiwemikwaanens,niiwemikwaanens,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niiwemikwaanens-adv-num
niiyodaabaan,niiyodaabaan,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niiyodaabaan-adv-num
niizhodaabaan,niizhodaabaan,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizhodaabaan-adv-num
niizhwaak,niizhwaak,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizhwaak-adv-num
niizhwaasweg,niizhwaasweg,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizhwaasweg-adv-num
niiwewaan,niiwewaan,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niiwewaan-adv-num
niizhwaaswemikwaanens,niizhwaaswemikwaanens,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizhwaaswemikwaanens-adv-num
niiyogamig,niiyogamig,NUM,NUM,NONE,UnpublishedOPD
niizhwaaswewaan,niizhwaaswewaan,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizhwaaswewaan-adv-num
nishwaasookik,nishwaasookik,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/nishwaasookik-adv-num
niiyogon,niiyogon,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niiyogon-adv-num
niizhogon,niizhogon,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizhogon-adv-num
nishwaasookikoons,nishwaasookikoons,NUM,NUM,NONE,UnpublishedOPD
ningodwaaso-anama'e-giizhik,ningodwaaso-anama'e-giizhik,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/ningodwaaso-anama-e-giizhik-adv-num
nishwaasoonag,nishwaasoonag,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/nishwaasoonag-adv-num
niizhwaaswi,niizhwaaswiw2,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizhwaaswi-adv-num
niizhwaasimidana,niizhwaasimidanaw2,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizhwaasimidana-adv-num
ningodwaaso-biboon,ningodwaaso-biboon,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/ningodwaaso-biboon-adv-num
niiyominag,niiyominag,NUM,NUM,NONE,UnpublishedOPD
niizhwaatig,niizhwaatig,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizhwaatig-adv-num
niizhominag,niizhominag,NUM,NUM,NONE,UnpublishedOPD
nisooshkimod,nisooshkimod,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/nisooshkimod-adv-num
niiyonaagaans,niiyonaagaans,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niiyonaagaans-adv-num
nisooshkin,nisooshkin,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/nisooshkin-adv-num
niizhonaagaans,niizhonaagaans,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizhonaagaans-adv-num
niizhwanama'e-giizhik,niizhwanama'e-giizhik,NUM,NUM,NONE,UnpublishedOPD
nisooshkinens,nisooshkinens,NUM,NUM,NONE,UnpublishedOPD
niiyonaaganens,niiyonaaganens,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niiyonaaganens-adv-num
niizhwanama'egiizhik,niizhwanama'egiizhik,NUM,NUM,NONE,UnpublishedOPD
ningodwaaso-diba'iganens,ningodwaaso-diba'iganens,NUM,NUM,NONE,UnpublishedOPD
nisosagoons,nisosagoons,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/nisosagoons-adv-num
niizhonaaganens,niizhonaaganens,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizhonaaganens-adv-num
niso-anama'e-giizhik,niso-anama'e-giizhik,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niso-anama-e-giizhik-adv-num
nishwaasooshkimod,nishwaasooshkimod,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/nishwaasooshkimod-adv-num
nishwaasooshkin,nishwaasooshkin,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/nishwaasooshkin-adv-num
ningodwaaso-diba'oobaan,ningodwaaso-diba'oobaan,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/ningodwaaso-diba-oobaan-adv-num
niizhweg,niizhweg,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizhweg-adv-num
niiyoninj,niiyoninj,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niiyoninj-adv-num
nisozid,nisozid,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/nisozid-adv-num
ningodwaaso-dibaabiishkoojigan,ningodwaaso-dibaabiishkoojigan,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/ningodwaaso-dibaabiishkoojigan-adv-num
niizhwaaso-anama'e-giizhik,niizhwaaso-anama'e-giizhik,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizhwaaso-anama-e-giizhik-adv-num
niizhoninj,niizhoninj,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizhoninj-adv-num
niso-biboon,niso-biboon,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niso-biboon-adv-num
niiwin,niiwin,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niiwin-adv-num
ningodwaaso-giizhik,ningodwaaso-giizhik,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/ningodwaaso-giizhik-adv-num
nishwaasosagoons,nishwaasosagoons,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/nishwaasosagoons-adv-num
niizhweginigan,niizhweginigan,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizhweginigan-adv-num
ningodwaaso-giizis,ningodwaaso-giizis,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/ningodwaaso-giizis-adv-num
niswaabiig,niswaabiig,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niswaabiig-adv-num
niizhwemikwaanens,niizhwemikwaanens,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizhwemikwaanens-adv-num
niizhwaaso-biboon,niizhwaaso-biboon,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizhwaaso-biboon-adv-num
nishwaaswaabiig,nishwaaswaabiig,NUM,NUM,NONE,UnpublishedOPD
niizhwewaan,niizhwewaan,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizhwewaan-adv-num
niswaabik,niswaabik,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niswaabik-adv-num
nishwaaswaabik,nishwaaswaabik,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/nishwaaswaabik-adv-num
ningodwaaso-gikinoonowin,ningodwaaso-gikinoonowin,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/ningodwaaso-gikinoonowin-adv-num
niswaak,niswaak,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niswaak-adv-num
nishwaaswaak,nishwaaswaak,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/nishwaaswaak-adv-num
ningodwaaso-makak,ningodwaaso-makak,NUM,NUM,NONE,UnpublishedOPD
niiwo-anama'e-giizhik,niiwo-anama'e-giizhik,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niiwo-anama-e-giizhik-adv-num
nishwaaswaatig,nishwaaswaatig,NUM,NUM,NONE,UnpublishedOPD
niiwo-biboon,niiwo-biboon,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niiwo-biboon-adv-num
ningodwaaso-mininj,ningodwaaso-mininj,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/ningodwaaso-mininj-adv-num
nishwaasweg,nishwaasweg,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/nishwaasweg-adv-num
niswaatig,niswaatig,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niswaatig-adv-num
ningodwaaso-mizid,ningodwaaso-mizid,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/ningodwaaso-mizid-adv-num
niiyookik,niiyookik,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niiyookik-adv-num
nishwaaswemikwaanens,nishwaaswemikwaanens,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/nishwaaswemikwaanens-adv-num
niso-diba'iganens,niso-diba'iganens,NUM,NUM,NONE,UnpublishedOPD
ningodwaasogon,ningodwaasogon,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/ningodwaasogon-adv-num
nishwaaswewaan,nishwaaswewaan,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/nishwaaswewaan-adv-num
nisweg,nisweg,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/nisweg-adv-num
niso-diba'iminaan,niso-diba'iminaan,NUM,NUM,NONE,UnpublishedOPD
nisweginigan,nisweginigan,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/nisweginigan-adv-num
niiyoonag,niiyoonag,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niiyoonag-adv-num
niso-diba'oobaan,niso-diba'oobaan,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niso-diba-oobaan-adv-num
niswemikwaanens,niswemikwaanens,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niswemikwaanens-adv-num
niswewaan,niswewaan,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niswewaan-adv-num
nishwaaswi,nishwaaswiw2,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/nishwaaswi-adv-num
niso-dibaabiishkoojigan,niso-dibaabiishkoojigan,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niso-dibaabiishkoojigan-adv-num
ningodwaasonaaganens,ningodwaasonaaganens,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/ningodwaasonaaganens-adv-num
niiwo-dibik,niiwo-dibik,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niiwo-dibik-adv-num
niso-dibik,niso-dibik,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niso-dibik-adv-num
niizhwaaso-diba'oobaan,niizhwaaso-diba'oobaan,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizhwaaso-diba-oobaan-adv-num
ningo-anama'e-giizhik,ningo-anama'e-giizhik,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/ningo-anama-e-giizhik-adv-num
niso-giizhig,niso-giizhig,NUM,NUM,NONE,UnpublishedOPD
niso-giizhik,niso-giizhik,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niso-giizhik-adv-num
niswi,niswiw2,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niswi-adv-num
niizhwaaso-dibaabiishkoojigan,niizhwaaso-dibaabiishkoojigan,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizhwaaso-dibaabiishkoojigan-adv-num
niso-giizis,niso-giizis,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niso-giizis-adv-num
niizhwaaso-dibik,niizhwaaso-dibik,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizhwaaso-dibik-adv-num
ningo-biboon,ningo-biboon,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/ningo-biboon-adv-num
niizhwaaso-giizhik,niizhwaaso-giizhik,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizhwaaso-giizhik-adv-num
ningodwaasookik,ningodwaasookik,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/ningodwaasookik-adv-num
niizhwaaso-giizis,niizhwaaso-giizis,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizhwaaso-giizis-adv-num
ningodwaasookikoons,ningodwaasookikoons,NUM,NUM,NONE,UnpublishedOPD
ningodwaasoonag,ningodwaasoonag,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/ningodwaasoonag-adv-num
niiyooshkimod,niiyooshkimod,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niiyooshkimod-adv-num
niiyooshkin,niiyooshkin,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niiyooshkin-adv-num
niso-gikinoonowin,niso-gikinoonowin,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niso-gikinoonowin-adv-num
niizhookik,niizhookik,NUM,NUM,NONE,https://ojibwe.lib.umn.edu/main-entry/niizhookik-adv-num
niso-makak,niso-makak,NUM,NUM,NONE,UnpublishedOPD
