Paradigm,Class,Lemma,Stem,PersPoss,Dim,Poss,Pej,Pret,Basic,Form1Surface,Form1Split,Form1Source,Form2Surface,Form2Split,Form2Source,Form3Surface,Form3Split,Form3Source,
NI,NI_Kana,waasiganidaabaanikana,waasiganidaabaanikanaw,NONE,NONE,NONE,NONE,NONE,Sg,waasiganidaabaanika,,,
NI,NI_Kana,waasiganidaabaanikana,waasiganidaabaanikanaw,NONE,NONE,NONE,NONE,NONE,Pl,waasiganidaabaanikanan,,,
NI,NI_Kana,waasiganidaabaanikana,waasiganidaabaanikanaw,NONE,NONE,NONE,NONE,NONE,Loc,waasiganidaabaanikaang,,,
NA,NA_C,waakoons,waakoons,NONE,NONE,NONE,NONE,NONE,ProxSg,waakoons,,,
NA,NA_C,waakoons,waakoons,NONE,NONE,NONE,NONE,NONE,ProxPl,waakoonsag,,,
NA,NA_C,bimaawadaasoowidaabaan,bimaawadaasoowidaabaan,NONE,NONE,NONE,NONE,NONE,ProxSg,bimaawadaasoowidaabaan,,,
NA,NA_C,bimaawadaasoowidaabaan,bimaawadaasoowidaabaan,NONE,NONE,NONE,NONE,NONE,ProxPl,bimaawadaasoowidaabaanag,,,
NI,NI_Cw,aazhibik,aazhibikw,NONE,NONE,NONE,NONE,NONE,Sg,aazhibik,,,
NI,NI_Cw,aazhibik,aazhibikw,NONE,NONE,NONE,NONE,NONE,Pl,aazhibikoon,,,
NI,NI_Cw,aazhibik,aazhibikw,NONE,Dim,NONE,NONE,NONE,Sg,aazhibikoons,,,
NI,NI_Cw,aazhibik,aazhibikw,NONE,NONE,NONE,NONE,NONE,Loc,aazhibikong,,,
NI,NI_C,waasigani-bimide-atoobaan,waasigani-bimide-atoobaan,NONE,NONE,NONE,NONE,NONE,Sg,waasigani-bimide-atoobaan,,,
NI,NI_C,waasigani-bimide-atoobaan,waasigani-bimide-atoobaan,NONE,NONE,NONE,NONE,NONE,Pl,waasigani-bimide-atoobaanan,,,
NI,NI_C,waasigan,waasigan,NONE,NONE,NONE,NONE,NONE,Sg,waasigan,,,
NI,NI_C,waasigan,waasigan,NONE,NONE,NONE,NONE,NONE,Loc,waasiganing,,,
NI,NI_Cw,waasigani-bimide-biiwaabik,waasigani-bimide-biiwaabikw,NONE,NONE,NONE,NONE,NONE,Sg,waasigani-bimide-biiwaabik,,,
NI,NI_Cw,waasigani-bimide-biiwaabik,waasigani-bimide-biiwaabikw,NONE,NONE,NONE,NONE,NONE,Pl,waasigani-bimide-biiwaabikoon,,,
NI,NI_Cw,waasigani-bimide-biiwaabik,waasigani-bimide-biiwaabikw,NONE,NONE,NONE,NONE,NONE,Loc,waasigani-bimide-biiwaabikong,,,
NA,NA_Vw,waasakonejiisi,waasakonejiisiw,NONE,NONE,NONE,NONE,NONE,ProxSg,waasakonejiisi,,,
NA,NA_Vw,waasakonejiisi,waasakonejiisiw,NONE,NONE,NONE,NONE,NONE,ProxPl,waasakonejiisiwag,,,
NI,NI_Cw,waasigani-bimidewigamig,waasigani-bimidewigamigw,NONE,NONE,NONE,NONE,NONE,Sg,waasigani-bimidewigamig,,,
NI,NI_Cw,waasigani-bimidewigamig,waasigani-bimidewigamigw,NONE,NONE,NONE,NONE,NONE,Pl,waasigani-bimidewigamigoon,,,
NI,NI_C,bimibizoo-mazina'igan,bimibizoo-mazina'igan,NONE,NONE,NONE,NONE,NONE,Sg,bimibizoo-mazina'igan,,,
NI,NI_C,bimibizoo-mazina'igan,bimibizoo-mazina'igan,NONE,NONE,NONE,NONE,NONE,Pl,bimibizoo-mazina'iganan,,,
NI,NI_C,waasamoowidaabaan,waasamoowidaabaan,NONE,NONE,NONE,NONE,NONE,Sg,waasamoowidaabaan,,,
NI,NI_C,waasamoowidaabaan,waasamoowidaabaan,NONE,NONE,NONE,NONE,NONE,Pl,waasamoowidaabaanan,,,
NI,NI_C,waasamoowidaabaan,waasamoowidaabaan,NONE,Dim,NONE,NONE,NONE,Sg,waasamoowidaabaanens,,,
NI,NI_C,waasamoowidaabaan,waasamoowidaabaan,NONE,NONE,NONE,NONE,NONE,Loc,waasamoowidaabaaning,,,
NI,NI_Cw,waawan,waawanw,NONE,NONE,NONE,NONE,NONE,Sg,waawan,,,
NI,NI_Cw,waawan,waawanw,NONE,NONE,NONE,NONE,NONE,Pl,waawanoon,,,
NI,NI_Cw,waawan,waawanw,NONE,Dim,NONE,NONE,NONE,Sg,waawanoons,,,
NI,NI_Cw,waawan,waawanw,NONE,NONE,NONE,NONE,NONE,Loc,waawanong,,,
NA,NA_Vw,babaamadaawewinini,babaamadaawewininiw,NONE,NONE,NONE,NONE,NONE,ProxSg,babaamadaawewinini,,,
NA,NA_Vw,babaamadaawewinini,babaamadaawewininiw,NONE,NONE,NONE,NONE,NONE,ProxPl,babaamadaawewininiwag,,,
NI,NI_Cw,waasechiganaabik,waasechiganaabikw,NONE,NONE,NONE,NONE,NONE,Sg,waasechiganaabik,,,
NI,NI_Cw,waasechiganaabik,waasechiganaabikw,NONE,NONE,NONE,NONE,NONE,Pl,waasechiganaabikoon,,,
NI,NI_Cw,waasechiganaabik,waasechiganaabikw,NONE,Dim,NONE,NONE,NONE,Sg,waasechiganaabikoons,,,
NI,NI_Cw,waasechiganaabik,waasechiganaabikw,NONE,NONE,NONE,NONE,NONE,Loc,waasechiganaabikong,,,
NA,NA_C,waasamoowidaabaan,waasamoowidaabaan,NONE,NONE,NONE,NONE,NONE,ProxSg,waasamoowidaabaan,,,
NA,NA_C,waasamoowidaabaan,waasamoowidaabaan,NONE,NONE,NONE,NONE,NONE,ProxPl,waasamoowidaabaanag,,,
NA,NA_C,waasamoowidaabaan,waasamoowidaabaan,NONE,Dim,NONE,NONE,NONE,ProxSg,waasamoowidaabaanens,,,
NA,NA_C,waasamoowidaabaan,waasamoowidaabaan,NONE,NONE,NONE,NONE,NONE,Loc,waasamoowidaabaaning,,,
NI,NI_C,waasigani-bimidewatoobaan,waasigani-bimidewatoobaan,NONE,NONE,NONE,NONE,NONE,Sg,waasigani-bimidewatoobaan,,,
NI,NI_C,waasigani-bimidewatoobaan,waasigani-bimidewatoobaan,NONE,NONE,NONE,NONE,NONE,Pl,waasigani-bimidewatoobaanan,,,
NI,NI_VV,bimide,bimidew,NONE,NONE,NONE,NONE,NONE,Sg,bimide,,,
NI,NI_VV,bimide,bimidew,NONE,NONE,NONE,NONE,NONE,Loc,bimideng,,,
NI,NI_C,waasigani-makakoons,waasigani-makakoons,NONE,NONE,NONE,NONE,NONE,Sg,waasigani-makakoons,,,
NI,NI_C,waasigani-makakoons,waasigani-makakoons,NONE,NONE,NONE,NONE,NONE,Pl,waasigani-makakoonsan,,,
NI,NI_C,waasigani-bimide-gizhaabikizigan,waasigani-bimide-gizhaabikizigan,NONE,NONE,NONE,NONE,NONE,Sg,waasigani-bimide-gizhaabikizigan,,,
NI,NI_C,waasigani-bimide-gizhaabikizigan,waasigani-bimide-gizhaabikizigan,NONE,NONE,NONE,NONE,NONE,Pl,waasigani-bimide-gizhaabikiziganan,,,
NI,NI_C,waasigani-bimide-gizhaabikizigan,waasigani-bimide-gizhaabikizigan,NONE,NONE,NONE,NONE,NONE,Loc,waasigani-bimide-gizhaabikiziganing,,,
NI,NI_C,wiinizisii-bengwaasijigan,wiinizisii-bengwaasijigan,NONE,NONE,NONE,NONE,NONE,Sg,wiinizisii-bengwaasijigan,,,
NI,NI_C,wiinizisii-bengwaasijigan,wiinizisii-bengwaasijigan,NONE,NONE,NONE,NONE,NONE,Pl,wiinizisii-bengwaasijiganan,,,
NI,NI_VV,mandaaminaaboo,mandaaminaaboow,NONE,NONE,NONE,NONE,NONE,Sg,mandaaminaaboo,,,
NI,NI_VV,mandaaminaaboo,mandaaminaaboow,NONE,NONE,NONE,NONE,NONE,Loc,mandaaminaaboong,,,
NA,NA_C,mashkodiisimin,mashkodiisimin,NONE,NONE,NONE,NONE,NONE,ProxSg,mashkodiisimin,,,
NA,NA_C,mashkodiisimin,mashkodiisimin,NONE,NONE,NONE,NONE,NONE,ProxPl,mashkodiisiminag,,,
NA,NA_C,gwekiwebinigan,gwekiwebinigan,NONE,NONE,NONE,NONE,NONE,ProxSg,gwekiwebinigan,,,
NA,NA_C,gwekiwebinigan,gwekiwebinigan,NONE,NONE,NONE,NONE,NONE,ProxPl,gwekiwebiniganag,,,
NA,NA_C,gwekiwebinigan,gwekiwebinigan,NONE,Dim,NONE,NONE,NONE,ProxSg,gwekiwebinigaans,,,
NA,NA_C,gwekiwebinigan,gwekiwebinigan,NONE,NONE,NONE,NONE,NONE,Loc,gwekiwebiniganing,,,
NA,NA_C,gwekiwebinigan,gwekiwebinigan,NONE,Dim,NONE,NONE,NONE,ProxSg,gwekiwebiniganens,,,
NI,NI_C,abiwin,abiwin,NONE,NONE,NONE,NONE,NONE,Sg,abiwin,,,
NI,NI_C,abiwin,abiwin,NONE,NONE,NONE,NONE,NONE,Pl,abiwinan,,,
NI,NI_C,abiwin,abiwin,NONE,Dim,NONE,NONE,NONE,Sg,abiwinens,,,
NI,NI_C,abiwin,abiwin,NONE,NONE,NONE,NONE,NONE,Loc,abiwining,,,
NID,NID_aa,kaakigan,=kaakigan,1SgPoss,NONE,NONE,NONE,NONE,Sg,nikaakigan,,,
NID,NID_aa,kaakigan,=kaakigan,1SgPoss,NONE,NONE,NONE,NONE,Loc,nikaakiganaang,,,
NA,NA_C,liner,biitoonigan,NONE,NONE,NONE,NONE,NONE,ProxSg,biitoonigan,,,
NA,NA_C,liner,biitoonigan,NONE,NONE,NONE,NONE,NONE,ProxPl,biitooniganag,,,
NA,NA_Cw,miini-giizis,miini-giizisw,NONE,NONE,NONE,NONE,NONE,ProxSg,miini-giizis,,,
NA,NA_VV,baapaase,baapaasew,NONE,NONE,NONE,NONE,NONE,ProxSg,baapaase,,,
NA,NA_VV,baapaase,baapaasew,NONE,NONE,NONE,NONE,NONE,ProxPl,baapaaseg,,,
NA,NA_VV,baapaase,baapaasew,NONE,Dim,NONE,NONE,NONE,ProxSg,baapaasens,,,
NA,NA_VV,baapaase,baapaasew,NONE,NONE,NONE,Pej,NONE,ProxSg,baapaasewish,,,
NI,NI_Cw,mitaawang,mitaawangw,NONE,NONE,NONE,NONE,NONE,Sg,mitaawang,,,
NI,NI_Cw,niimi'idiiwigamig,niimi'idiiwigamigw,NONE,NONE,NONE,NONE,NONE,Sg,niimi'idiiwigamig,,,
NI,NI_Cw,niimi'idiiwigamig,niimi'idiiwigamigw,NONE,NONE,NONE,NONE,NONE,Pl,niimi'idiiwigamigoon,,,
NI,NI_Cw,niimi'idiiwigamig,niimi'idiiwigamigw,NONE,Dim,NONE,NONE,NONE,Sg,niimi'idiiwigamigoons,,,
NI,NI_Cw,niimi'idiiwigamig,niimi'idiiwigamigw,NONE,NONE,NONE,NONE,NONE,Loc,niimi'idiiwigamigong,,,
NI,NI_Cw,miskwaabik,miskwaabikw,NONE,NONE,NONE,NONE,NONE,Sg,miskwaabik,,,
NI,NI_Cw,miskwaabik,miskwaabikw,NONE,NONE,NONE,NONE,NONE,Pl,miskwaabikoon,,,
NI,NI_Cw,miskwaabik,miskwaabikw,NONE,Dim,NONE,NONE,NONE,Sg,miskwaabikoons,,,
NI,NI_Cw,miskwaabik,miskwaabikw,NONE,NONE,NONE,NONE,NONE,Loc,miskwaabikong,,,
NA,NA_C,gaaway,gaaway,NONE,NONE,NONE,NONE,NONE,ProxSg,gaaway,,,
NA,NA_C,gaaway,gaaway,NONE,NONE,NONE,NONE,NONE,ProxPl,gaawayag,,,
NA,NA_C,baate-zhoominens,baate-zhoominens,NONE,NONE,NONE,NONE,NONE,ProxSg,baate-zhoominens,,,
NA,NA_C,baate-zhoominens,baate-zhoominens,NONE,NONE,NONE,NONE,NONE,ProxPl,baate-zhoominensag,,,
NI,NI_C,nabagisago-jiimaan,nabagisago-jiimaan,NONE,NONE,NONE,NONE,NONE,Sg,nabagisago-jiimaan,,,
NI,NI_C,nabagisago-jiimaan,nabagisago-jiimaan,NONE,NONE,NONE,NONE,NONE,Pl,nabagisago-jiimaanan,,,
NI,NI_C,maawandoogwaason,maawandoogwaason,NONE,NONE,NONE,NONE,NONE,Sg,maawandoogwaason,,,
NI,NI_C,maawandoogwaason,maawandoogwaason,NONE,NONE,NONE,NONE,NONE,Pl,maawandoogwaasonan,,,
NI,NI_C,maawandoogwaason,maawandoogwaason,NONE,Dim,NONE,NONE,NONE,Sg,maawandoogwaasonens,,,
NI,NI_C,maawandoogwaason,maawandoogwaason,NONE,NONE,NONE,NONE,NONE,Loc,maawandoogwaasoning,,,
NAD,NAD_Vw,doodikosiw,=doodikosiw,1SgPoss,NONE,NONE,NONE,NONE,ProxSg,indoodikosiw,,,
NAD,NAD_Vw,doodikosiw,=doodikosiw,1SgPoss,NONE,NONE,NONE,NONE,ProxPl,indoodikosiwag,,,
NI,NI_C,nase'igan,nase'igan,NONE,NONE,NONE,NONE,NONE,Sg,nase'igan,,,
NI,NI_Cy,wanakoshkinzh,wanakoshkinzhy,NONE,NONE,NONE,NONE,NONE,Sg,wanakoshkinzh,,,
NI,NI_Cy,wanakoshkinzh,wanakoshkinzhy,NONE,NONE,NONE,NONE,NONE,Loc,wanakoshkinzhiing,,,
NA,NA_VVny,awesiinh,awesiinhy,NONE,NONE,NONE,NONE,NONE,ProxSg,awesiinh,,,
NA,NA_VVny,awesiinh,awesiinhy,NONE,NONE,NONE,NONE,NONE,ProxPl,awesiinyag,,,
NA,NA_VVny,awesiinh,awesiinhy,NONE,Dim,NONE,NONE,NONE,ProxSg,awesiins,,,awesiinyens,,,
NAD,NAD_VV,iitaaw,=iitaaw,NONE,NONE,NONE,NONE,NONE,,wiitaan,,,
