Lemma,Stem,Paradigm,Class,Translation,Source
aya'aa,aya'aa,NA,NA_VV,a being,Hammerly-PC
aya'ii,aya'ii,NI,NI_VV,a thing,Hammerly-PC
ayi'ii,ayi'ii,NI,NI_VV,a thing,Hammerly-PC
