Lemma,Stem,Paradigm,Class,Translation,Source
gidagaakoonsiwayaan,gidagaakoonsiwayaan,NA,NA_C,fawn hide,PortageLake-p239
gitigaan,gitigaan,NA,NA_C,betrothed child,PortageLake-p240
