Lemma,Stem,Paradigm,Class,Translation,Source
Adisinaake-manoominikaaning,Adisinaake-manoominikaaning,Name_Place,Name_Place,Dean Lake,PortageLake-p217
Bapashkwaaminisensing,Bapashkwaaminisensing,Name_Place,Name_Place,name of a stream of the west shore of Mille Lacs Lake between Vineland and Garrison,PortageLake-p226
Biiwaabikokaaning,Biiwaabikokaaning,Name_Place,Name_Place,"Crosby-Ironton, MN",PortageLake-p230
Nigigoonsiminikaaning,Nigigoonsiminikaaning,Name_Place,Name_Place,Red Gut First Nation,CMH-May2024
Eshkwegamaag,Eshkwegamaag,Name_Place,Name_Place,Lake Onamia,PortageLake-p234
Gabekanaansing,Gabekanaansing,Name_Place,Name_Place,Portage Lake,PortageLake-p235
Ogimaawigwanebiik,Ogimaawigwanebiik,Name_Person,Name_Person,Nancy Jones,CMH-May2024
Gakaabikaang,Gakaabikaang,Name_Place,Name_Place,Minneapolis,PortageLake-p236
